VariableName,DisplayName,DeviceName,Raster,DefaultBackColor,DefaultForeColor,HighThreshBackColor,LowThreshBackColor,HighThreshForeColor,LowThreshForeColor,HighThresh,LowThresh,EqualTo,Row,Col,CheckForDataChange,DisplayWindowName,DisplayWindowSize,AssociatedControlName,LocationOnForm,GridSize,AlsoAssociatedWith,DisplayFormat
VaLCAR_Cnt_RP_NextManIx[x]_[6],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_Cnt_RP_NextManIx[x]_[7],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_Cnt_RP_NextManIx[x]_[8],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_Cnt_RP_NextManIx[x]_[9],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_ALC_HomeLanePriority[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_ALC_HomeLanePriority[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_ALC_HomeLanePriority[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_ALC_HomeLanePriority[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_BOC_BackoffReason[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_BOC_BackoffReason[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_BOC_BackoffReason[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_BOC_BackoffReason[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_EVA_LanePriority[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_EVA_LanePriority[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_EVA_LanePriority[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_EVA_LanePriority[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_LE_LanePriority[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_LE_LanePriority[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_LE_LanePriority[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_LE_LanePriority[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_OA_LanePriority[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_OA_LanePriority[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_OA_LanePriority[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_OA_LanePriority[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_LanePriority[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_LanePriority[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_LanePriority[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_LanePriority[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[10],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[11],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[12],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[13],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[14],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[15],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[4],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[5],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[6],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[7],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[8],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextDir[x]_[9],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[10],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[11],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[12],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[13],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[14],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[15],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[4],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[5],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[6],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[7],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[8],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_RP_NextMan[x]_[9],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_SOA_LanePriority[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_SOA_LanePriority[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_SOA_LanePriority[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_e_SOA_LanePriority[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_ALC_RearDistThrshld[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_ALC_RearDistThrshld[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_ALC_RearDistThrshld[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_ALC_RearDistThrshld[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_LtLnLatDist[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_LtLnLatDist[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_LtLnLatDist[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_LtLnLatDist[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_RtLnLatDist[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_RtLnLatDist[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_RtLnLatDist[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_EVA_RtLnLatDist[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_FrontGap[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[10],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[11],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[12],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[13],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[14],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[15],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[16],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[17],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[18],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[19],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[20],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[4],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[5],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[6],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[7],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[8],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_AdjstLatPstnFilt[x]_[9],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_DistThrsh[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_DistThrsh[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_DistThrsh[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_DistThrsh[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[10],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[4],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[5],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[6],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[7],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[8],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_LE_LonPstnFilt[x]_[9],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_DistThrsh[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_DistThrsh[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_DistThrsh[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_DistThrsh[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrntObstrct[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrntObstrct[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrontHighThrsh[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrontHighThrsh[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrontLowThrsh[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrontLowThrsh[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrontMedThrsh[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_FrontMedThrsh[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_l_OA_RnLn_FastDistThrsh[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_DistThrsh[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_DistThrsh[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_DistThrsh[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_DistThrsh[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[10],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[11],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[12],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[13],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[14],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[15],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[4],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[5],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[6],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[7],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[8],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_l_RP_NextMan[x]_[9],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_ALC_ThrtClrnceTime[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_t_ALC_ThrtClrnceTime[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_ALC_ThrtClrnceTime[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_t_ALC_ThrtClrnceTime[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneNotAllowed[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneNotAllowed[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneNotAllowed[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneNotAllowed[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneRequired[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneRequired[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneRequired[x]_[2],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_HLA_LaneRequired[x]_[3],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_OA_CIP_TrnSgnlRt[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_OA_CIP_TrnSgnlRt[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_t_OA_SameCIP[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_t_OA_SameCIP[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_v_OA_CIP_Vx[x]_[0],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_v_OA_CIP_Vx[x]_[1],,ACP3_MCU,25ms_c0,,,,,,,,,,,,,,,,,,,
VaLCAR_v_OA_CIP_VxDiff[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_v_OA_CIP_VxDiff[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCAR_v_OA_RnLn_VxDiff[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[3],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[4],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[5],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[6],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[7],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_LatAccThrshldCheck[x]_[8],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[3],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[4],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[5],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[6],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[7],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_PhsDiffCk[x]_[8],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[3],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[4],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[5],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[6],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[7],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_b_YawRateThrshldCheck[x]_[8],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[10],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[3],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[4],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[5],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[6],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[7],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[8],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_K_VehWzAmplBins[x]_[9],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[10],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[3],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[4],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[5],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[6],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[7],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[8],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehAyPhaseBins[x]_[9],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehWzPhaseBins[x]_[0],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehWzPhaseBins[x]_[1],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehWzPhaseBins[x]_[10],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehWzPhaseBins[x]_[2],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehWzPhaseBins[x]_[3],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
VaLCUR_phi_VehWzPhaseBins[x]_[4],,ACP3_MCU,25ms_c5,,,,,,,,,,,,,,,,,,,
