VariableName,DisplayName,DeviceName,Raster,DefaultBackColor,DefaultForeColor,HighThreshBackColor,LowThreshBackColor,HighThreshForeColor,LowThreshForeColor,HighThresh,LowThresh,EqualTo,Row,Col,CheckForDataChange,DisplayWindowName,DisplayWindowSize,AssociatedControlName,LocationOnForm,GridSize,AlsoAssociatedWith,DisplayFormat
SRRLRCODPB1P_MdCmdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1InPthPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1TypAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk1TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2InPthPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2TypAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_POTk2TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_RdTypAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_RdTypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_ServRqrdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_SnsrBlckdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_SnsrUnvAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_SwpBndwdthStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1CICOPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1DynPrpStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILgPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILgthAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILgVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1PoILVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk1TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB1P_VOTk2PoILgthAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_First_Frame_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_BrstID,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_Filler,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3InPthPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3TypAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_POTk3TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2CICOPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2DynPrpStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILgPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILgVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2PoILVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk2TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3CICOPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3DynPrpStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILgPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILgthAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILgVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3PoILVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk3TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4CICOPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4DynPrpStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILgPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILgthAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILgVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILPsCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4PoILVCAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk4TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB2P_VOTk5LgthdthAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame1_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_BrstID,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_Filler,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4CnfdStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4DynPrpAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4IDAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4InPthPotAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4MStsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4PoILAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4PoILgAAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4PoILgPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4PoILgVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4PoILPsAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4PoILVAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4TypAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
SRRLRCODPB3P_POTk4TypCnfdAuth,,CAN-Monitoring:3,SRRLRCODP_BrstGrp_Prtctd_Consecutive_Frame2_PDU-fmx0 mv0,,,,,,,,,,,,,,,,,,,
